bbox,cessation,country_id,deprecated,file_hash,fullname,geom_hash,geom_latitude,geom_longitude,id,inception,iso,iso_country,lastmodified,lbl_latitude,lbl_longitude,locality_id,name,parent_id,path,placetype,region_id,source,superseded_by,supersedes,wof_country
"66.2478739774,35.667254747,68.1890991561,37.3852127084",uuuu,85632229,,17d2d457e79c0befb77aafdaaf9710e9,,bea0b85d8d40fc9dda20111b1408c66f,36.681257,67.092233,85667505,uuuu,AF,AF,1457144581,36.786669,67.026236,0,Balkh,85632229,856/675/05/85667505.geojson,region,85667505,quattroshapes,,,AF
"63.8873979019,35.186999824,65.8166858251,37.2419974685",uuuu,85632229,,456f200cf940528d2c5b3e7f1e7fef6d,,0e9e0c821c69b6d1dd0e0c4bf3e6b899,36.063752,64.862813,85667509,uuuu,AF,AF,1457144581,35.822519,64.687902,0,Faryab,85632229,856/675/09/85667509.geojson,region,85667509,quattroshapes,,,AF
"65.1017940606,35.9095397001,66.5689396496,37.5783792121",uuuu,85632229,,9f3482a467a5480483afb924e51fa41a,,27a28d247be0b466da98ba7b7d137011,36.82697,65.84327,85667513,uuuu,AF,AF,1457144581,36.978401,65.915481,0,Jawzjan,85632229,856/675/13/85667513.geojson,region,85667513,quattroshapes,,,AF
"63.0707552431,33.12257803,66.7740950866,35.269733792",uuuu,85632229,,54f7f7fedb116b194b238a0b5d4ea3cf,,479d0d673c224fb0fba9d24c1f9b6ffb,34.169274,64.892311,85667519,uuuu,AF,AF,1457144581,33.977757,64.766499,0,Ghor,85632229,856/675/19/85667519.geojson,region,85667519,quattroshapes,,,AF
"65.4055998066,34.784362901,67.0260693696,36.5876895212",uuuu,85632229,,1b6fc7a1134e770ac66ad7720ccd2482,,e6095959596f6b8a42f18c698faea8a6,35.742106,66.147825,85667523,uuuu,AF,AF,1452291306,35.754422,66.16016,0,Sari Pul,85632229,856/675/23/85667523.geojson,region,85667523,quattroshapes,,,AF
"60.5615019122,31.3887412887,64.7384053891,33.5166883412",uuuu,85632229,,051b8c6af34c030e0d118ab951337c06,,d9b19d36b0eceae68a9a9833eeb91f12,32.603044,62.283569,85667527,uuuu,AF,AF,1457144581,32.339969,61.446565,0,Farah,85632229,856/675/27/85667527.geojson,region,85667527,quattroshapes,,,AF
"62.6025811325,29.3866053264,65.3621916026,33.3658965109",uuuu,85632229,,36369fac7a0c9941278c0ca88496784e,,486420443cd26855b88cd68245d886dd,31.123173,64.043618,85667531,uuuu,AF,AF,1457386100,31.116802,64.02439,0,Hilmand,85632229,856/675/31/85667531.geojson,region,85667531,quattroshapes,,,AF
"60.8443787029,29.4078185024,63.5696395197,32.2531478956",uuuu,85632229,,82ba931c8f94225baadd0ac09ed5c481,,f7dbf332023fd536417d180e8ca74733,30.813863,62.339456,85667537,uuuu,AF,AF,1457144581,30.796121,62.43239,0,Nimroz,85632229,856/675/37/85667537.geojson,region,85667537,quattroshapes,,,AF
"65.177810093,32.2740510123,67.0114966158,33.3196461039",uuuu,85632229,,e212072f2db53ce5067ee362de28617a,,e97bcfc5241c612c84724649f6e9ebc5,32.855631,66.045518,85667541,uuuu,AF,AF,1455924746,32.767873,65.983188,0,Uruzgan,85632229,856/675/41/85667541.geojson,region,85667541,quattroshapes,,,AF
"65.2190995617,33.0602304139,67.3831535184,34.406944078",uuuu,85632229,,978da500494857d4eb809ccf29c6990d,,4e610250eb6de726e16418721dff0951,33.735247,66.166464,85667545,uuuu,AF,AF,1457144581,33.772628,66.0927,0,Uruzgan,85632229,856/675/45/85667545.geojson,region,85667545,quattroshapes,,,AF
"64.4994770171,29.5401618453,67.7750667724,32.5752212591",uuuu,85632229,,b91d9569837665d5f3d2e1203107b1cf,,879457988accfa97840e3f327383a12b,31.045129,65.707668,85667549,uuuu,AF,AF,1457144581,31.096615,65.54618,0,Kandahar,85632229,856/675/49/85667549.geojson,region,85667549,quattroshapes,,,AF
"66.1820898782,31.5443281108,68.098340426,33.0651655138",uuuu,85632229,,34cc7cb5efa4d91db2e279889d5c75a0,,03e54f5ea5f889458df2dbcd22e6fd12,32.207371,67.14228,85667555,uuuu,AF,AF,1457144581,32.281861,67.048306,0,Zabul,85632229,856/675/55/85667555.geojson,region,85667555,quattroshapes,,,AF
"66.8291821628,32.0718411321,68.8001729668,34.2093334008",uuuu,85632229,,04f1a3ddced68f2c59cc4dc13161506e,,d86a3e3ce197db734a16521697cb06f3,33.316916,67.807273,85667561,uuuu,AF,AF,1457144581,33.419166,67.874331,0,Ghazni,85632229,856/675/61/85667561.geojson,region,85667561,quattroshapes,,,AF
"69.340811802,33.011350078,70.3015792238,33.7420909951",uuuu,85632229,,1f90d0d46927c8463cee094d5cdfcefa,,29550c5fddd5654b7d2bbebdcf8d80a2,33.358015,69.833141,85667563,uuuu,AF,AF,1457144581,33.344982,69.840425,0,Khost,85632229,856/675/63/85667563.geojson,region,85667563,quattroshapes,,,AF
"67.8151168153,31.6025682586,69.4872103272,33.4195108106",uuuu,85632229,,8ab1149bfada6ccde2e5fba90cb07396,,8cb37b5deaea3601d50dc6fcd32cf1da,32.479961,68.734062,85667567,uuuu,AF,AF,1457144581,32.379678,68.666603,0,Paktika,85632229,856/675/67/85667567.geojson,region,85667567,quattroshapes,,,AF
"69.9985494318,35.4424105901,74.8923067627,38.4736734025",uuuu,85632229,,be03c22cd1db386f66f569efe63fb447,,1554fc454b39214d74eedd516583e8a5,37.035682,71.441168,85667573,uuuu,AF,AF,1457144581,36.85885,70.793652,0,Badakhshan,85632229,856/675/73/85667573.geojson,region,85667573,quattroshapes,,,AF
"69.9198979021,34.9036837846,71.5934900307,36.030801746",uuuu,85632229,,5d97fc20d5c972087084fb60a6b185fe,,700573bef1a2366c0ca1b2b288d47cb2,35.409363,70.777811,85667577,uuuu,AF,AF,1457144581,35.222422,70.416752,0,Nuristan,85632229,856/675/77/85667577.geojson,region,85667577,quattroshapes,,,AF
"70.5744315936,34.53104503,71.6379317635,35.4641937879",uuuu,85632229,,996926028f2ae8e9dde62da0d90fa9ec,,375eb565cf557dec0f9479bce5a522cf,34.955869,71.077996,85667581,uuuu,AF,AF,1457144581,34.869617,70.989323,0,Kunar,85632229,856/675/81/85667581.geojson,region,85667581,quattroshapes,,,AF
"68.024613072,36.2969579132,69.3393648621,37.3381354782",uuuu,85632229,,aafb9495fcd22e2c1a38f582b3bf106b,,b0ba0e1d79abb3a86f0ec5c9efaccc78,36.845988,68.741476,85667585,uuuu,AF,AF,1457144581,36.884337,68.753942,0,Kunduz,85632229,856/675/85/85667585.geojson,region,85667585,quattroshapes,,,AF
"69.4792012879,33.9387047324,71.1263867591,34.8002017285",uuuu,85632229,,e44ec4ee993e8a57b2f183d2c872144f,,efc73f73770eaf13662ec372d822a828,34.272878,70.454078,85667591,uuuu,AF,AF,1457144581,34.238726,70.466813,0,Nangarhar,85632229,856/675/91/85667591.geojson,region,85667591,quattroshapes,,,AF
"69.1471285344,35.7914073758,70.4775899598,37.618170065",uuuu,85632229,,1a0acf0786e83b752df067e6d212a830,,03035a47102b1936af949c5662ee8811,36.702348,69.771456,85667595,uuuu,AF,AF,1457144581,36.715287,69.650554,0,Takhar,85632229,856/675/95/85667595.geojson,region,85667595,quattroshapes,,,AF
"68.0052344086,35.0067007508,69.9610323421,36.5712047394",uuuu,85632229,,cfacb200e32b8fdbe0d2414547c3ca50,,a3c0e659a8544cd4918225e0fe8bc14b,35.798778,68.910879,85667601,uuuu,AF,AF,1457144581,35.842387,68.926002,0,Baghlan,85632229,856/676/01/85667601.geojson,region,85667601,quattroshapes,,,AF
"68.8400671734,34.1431358914,69.9290446314,34.895389716",uuuu,85632229,,b9939dbaf12f518faed41f581513cbd3,,9632621c8954843be035dcb2ab31020d,34.553839,69.322396,85667603,uuuu,AF,AF,1457144581,34.594741,69.141023,0,Kabul,85632229,856/676/03/85667603.geojson,region,85667603,quattroshapes,,,AF
"69.2783866716,34.6392813179,69.916177199,35.181883857",uuuu,85632229,,b917cb4e38876812c8896089ce243984,,44d90992fe6b51647679977c58532386,34.959681,69.618789,85667609,uuuu,AF,AF,1457144581,35.020517,69.650183,0,Kapisa,85632229,856/676/09/85667609.geojson,region,85667609,quattroshapes,,,AF
"69.2441251969,35.0808564321,70.2733646988,35.8922539336",uuuu,85632229,,311769891dcb1a914f619252f00e2b2b,,0e40f0ac6f78d059238b10e79f7f860e,35.440906,69.786125,85667615,uuuu,AF,AF,1455924746,35.341291,69.735434,0,Parwan,85632229,856/676/15/85667615.geojson,region,85667615,quattroshapes,,,AF
"69.7968563173,34.402758287,70.6201652358,35.2357823766",uuuu,85632229,,94d8f7699bab41babc1c4faeff50b0cd,,d0c1be410b7d6f17436265e40d2d94f6,34.761921,70.145358,85667617,uuuu,AF,AF,1457144581,34.719993,70.173431,0,Laghman,85632229,856/676/17/85667617.geojson,region,85667617,quattroshapes,,,AF
"68.7118579447,33.6024195418,69.8975736838,34.3640784781",uuuu,85632229,,437895d8671a9d3438e5b186ffab34ef,,4c03ba42dffcdd1d6442deb8dbc1a1d0,34.014477,69.169499,85667623,uuuu,AF,AF,1457144581,34.041139,69.160594,0,Logar,85632229,856/676/23/85667623.geojson,region,85667623,quattroshapes,,,AF
"68.1839831891,34.5883025174,69.6151103051,35.4201122102",uuuu,85632229,,748c562be52c73d94e30e6bb0e25c1eb,,7446ff77def216eea186de5029e224c2,34.953928,68.886549,85667627,uuuu,AF,AF,1455924748,35.008722,68.827231,0,Parwan,85632229,856/676/27/85667627.geojson,region,85667627,quattroshapes,,,AF
"66.8346081891,35.35246776,68.5314038428,36.6479442412",uuuu,85632229,,d56bdbbd45b539b0f7e1c5bc92d08321,,8043c28ff18ace37acc053b21662bc22,35.976237,67.70108,85667631,uuuu,AF,AF,1457144581,35.98416,67.769644,0,Samangan,85632229,856/676/31/85667631.geojson,region,85667631,quattroshapes,,,AF
"67.2482780291,33.676394355,68.9691549012,34.8003050813",uuuu,85632229,,a00d3495195714f73401f5afd63ec945,,22b4f141adf1597ed5c38ed1be89b4df,34.313889,68.225945,85667635,uuuu,AF,AF,1457144581,34.255738,68.453945,0,Wardak,85632229,856/676/35/85667635.geojson,region,85667635,quattroshapes,,,AF
"68.7688053729,33.15314464,69.996478143,34.0784886738",uuuu,85632229,,be4ece3b28e0d4d3e61167653844ddf6,,230d6f1e10538b4f295b8b4e978070fe,33.62653,69.386635,85667641,uuuu,AF,AF,1455924746,33.5311,69.284317,0,Paktya,85632229,856/676/41/85667641.geojson,region,85667641,quattroshapes,,,AF
"17.3333919613,-10.4163664685,21.9205530192,-6.91595916628",uuuu,85632281,,5085227aa0453026b9eb3599d854ecff,,f4ff4bade12bac42f6b770f40af875a3,-8.6063,19.523121,85667645,uuuu,AO,AO,1457144582,-9.01739,18.985279,0,Lunda Norte,85632281,856/676/45/85667645.geojson,region,85667645,quattroshapes,,,AO
"18.4512565446,-11.4748031549,22.3133972577,-8.33210092492",uuuu,85632281,,36b9a9f4621733d48a963712135158fc,,9628d87fbb4317efd85d59f5b796e456,-10.179141,20.64902,85667651,uuuu,AO,AO,1457144582,-10.290009,20.809376,0,Lunda Sul,85632281,856/676/51/85667651.geojson,region,85667651,quattroshapes,,,AO
"15.1093933446,-11.7261573221,18.8368660816,-7.32161996789",uuuu,85632281,,ff478b7c407b1b87163c177f92b76264,,c362e30c1e6534e748fe234f16b42cea,-9.516442,16.99285,85667653,uuuu,AO,AO,1455924749,-8.9207,16.555607,0,Malanje,85632281,856/676/53/85667653.geojson,region,85667653,quattroshapes,,,AO
"13.0941348869,-10.4390007461,14.7182544294,-7.6198446588",uuuu,85632281,,3bce2b02fd25bd8126f77f1a7a092f5e,,2977ffbf422bdb55fe3d5c75f54505ce,-8.980296,13.880099,85667657,uuuu,AO,AO,1457144582,-8.167296,13.86459,0,Bengo,85632281,856/676/57/85667657.geojson,region,85667657,quattroshapes,,,AO
"14.0740043469,-9.78172820429,15.8175671734,-7.93408904347",uuuu,85632281,,1a85de6f2c0b8e1342fcb8e8d0f9a091,,205dc9158331467bf4e14fc5ef7084fe,-8.898841,14.939332,85667659,uuuu,AO,AO,1455924749,-8.898427,14.923021,0,Cuanza Norte,85632281,856/676/59/85667659.geojson,region,85667659,quattroshapes,,,AO
"13.4890862756,-12.2059729956,16.6115755547,-9.67331104927",uuuu,85632281,,6dd29055a85103a4b2e43ecaa03b954a,,e559d2f27d2482da92c27bef8d52abbf,-10.825703,15.037089,85667665,uuuu,AO,AO,1455924750,-10.91424,15.060253,0,Cuanza Sul,85632281,856/676/65/85667665.geojson,region,85667665,quattroshapes,,,AO
"12.9923608728,-9.33025481531,13.6407491389,-8.5815556151",uuuu,85632281,,bfa1f8074ccf618e67d94c27c13b527c,,e8fd63a1b59e8267c40c39e28924f340,-8.958464,13.322222,85667669,uuuu,AO,AO,1457144582,-8.9603,13.327138,0,Luanda,85632281,856/676/69/85667669.geojson,region,85667669,quattroshapes,,,AO
"13.7974837576,-8.40822031002,17.097894948,-5.85462860093",uuuu,85632281,,ccd884214e60051d7c6b79fd466a9d7a,,fbc4403de27ab0997890ee481d4e2f8e,-7.023052,15.469946,85667673,uuuu,AO,AO,1457144582,-7.049476,15.438365,0,Uíge,85632281,856/676/73/85667673.geojson,region,85667673,quattroshapes,,,AO
"12.275060383,-7.79277663863,14.9676448909,-5.84160613981",uuuu,85632281,,22537f3dc7a6f2723628c7fd40b36d62,,b982988e8229b7fa5cc6531c109b07f8,-6.607462,13.565769,85667677,uuuu,AO,AO,1457144582,-6.540347,13.362091,0,Zaire,85632281,856/676/77/85667677.geojson,region,85667677,quattroshapes,,,AO
"12.0096076907,-5.76346470463,13.0737028404,-4.39120371498",uuuu,85632281,,265e3d2d5813d1f4219e2395432eb8b0,,0828866974df7426bba2253672e29967,-5.035055,12.456856,85667683,uuuu,AO,AO,1457144582,-4.874161,12.456868,0,Cabinda,85632281,856/676/83/85667683.geojson,region,85667683,quattroshapes,,,AO
"15.748165724,-14.3116325815,19.2359631687,-10.5741862929",uuuu,85632281,,2393c9968ebb8a2b7b55e4b5754cfecb,,03e4f37af5338b258f6ff26fd4e4f02f,-12.323821,17.358274,85667687,uuuu,AO,AO,1457144582,-12.529621,17.357574,0,Bié,85632281,856/676/87/85667687.geojson,region,85667687,quattroshapes,,,AO
"12.5127059252,-13.8740882296,15.1108402846,-11.7487399228",uuuu,85632281,,ffa631e6fcd30606f53641cb29128bae,,891a60cfb258d310498d93e0e4b89fe0,-12.932641,13.978723,85667691,uuuu,AO,AO,1457144582,-13.030181,14.002906,0,Benguela,85632281,856/676/91/85667691.geojson,region,85667691,quattroshapes,,,AO
"16.4617655781,-18.0314047241,23.3822725828,-13.5723495421",uuuu,85632281,,ff985a97af2b448e12629e5bc587287a,,9c13c71f8d3e9e495847ff7e32b4ea22,-16.110117,19.497646,85667695,uuuu,AO,AO,1455924749,-16.232842,19.44613,0,Cuando Cubango,85632281,856/676/95/85667695.geojson,region,85667695,quattroshapes,,,AO
"13.1445003596,-17.4235865276,17.4174695173,-15.1506511372",uuuu,85632281,,6e20bbe3d960d55d83616844990c1798,,07c4c045647e1508baade5e231038daf,-16.500549,15.580144,85667701,uuuu,AO,AO,1457144582,-16.390831,16.179857,0,Cunene,85632281,856/677/01/85667701.geojson,region,85667701,quattroshapes,,,AO
"14.8065694524,-13.7640691059,16.5828434591,-11.4437456185",uuuu,85632281,,bb20fec809158f1b2c23805eed4956d9,,071d8c9869ee55cfd5e0174aca9b596e,-12.567268,15.741115,85667705,uuuu,AO,AO,1457144582,-12.619593,15.669232,0,Huambo,85632281,856/677/05/85667705.geojson,region,85667705,quattroshapes,,,AO
"13.2207230966,-16.3665459119,16.7480013358,-13.3395988911",uuuu,85632281,,020095a61f84b476bb272eba5ef054c1,,ac4e67d67356069b4959dbda7f6c7815,-14.742068,14.946515,85667707,uuuu,AO,AO,1457144582,-14.717114,14.913044,0,Huíla,85632281,856/677/07/85667707.geojson,region,85667707,quattroshapes,,,AO
"17.9452409201,-16.1658855185,24.0617143151,-10.5887073707",uuuu,85632281,,f930beb6d9a077d6dc19c9c0b3780c25,,5ff952721857e23092947538db7ce1eb,-12.880899,21.027244,85667711,uuuu,AO,AO,1457144582,-13.012066,20.471077,0,Moxico,85632281,856/677/11/85667711.geojson,region,85667711,quattroshapes,,,AO
"11.6693941427,-17.2658700561,13.6811084334,-13.5216549616",uuuu,85632281,,e74600e972d1d0ba0b1cad2b09275f25,,0d886bf120f46f6326a6b5bea1426284,-15.484353,12.722507,85667717,uuuu,AO,AO,1457144582,-15.835432,12.738714,0,Namibe,85632281,856/677/17/85667717.geojson,region,85667717,quattroshapes,,,AO
"-63.1138722257,18.1761742212,-63.0613340431,18.2124846231",uuuu,85633159,,7876683a47371b6969167572ebb18536,,e0edc2ee530c863bb862f0b4e8d6a4ad,18.194222,-63.088233,85667721,uuuu,AI,AI,1452291112,18.191957,-63.093009,0,Blowing Point,85632283,856/677/21/85667721.geojson,region,85667721,quattroshapes,,,AI
"-63.0135217223,18.2345250558,-62.9256824614,18.2972510274",uuuu,85633159,,5cc852cb08ce7b15fab45737bcf74187,,ae9f2960d86d6b6bc0e6e76e106e9b4d,18.269751,-62.977169,85667725,uuuu,AI,AI,1452291112,18.264542,-62.989554,0,East End,85632283,856/677/25/85667725.geojson,region,85667725,quattroshapes,,,AI
"-63.0726294795,18.2027604274,-63.0613076759,18.2191521032",uuuu,85633159,,c9657778b89793e5ca11ac14b6efed11,,a838968a324d0fa108568e7fb4c38e4e,18.210741,-63.067064,85667729,uuuu,AI,AI,1452291112,18.210799,-63.06715,0,George Hill,85632283,856/677/29/85667729.geojson,region,85667729,quattroshapes,,,AI
"-63.0075484775,18.2673362738,-62.9945229182,18.2748971099",uuuu,85633159,,f8828071c0daa3b71dcc73892ec3504d,,246157230d4a2894c9e928429ba8d081,18.270917,-63.002068,85667735,uuuu,AI,AI,1452291112,18.270575,-63.001944,0,Island Harbour,85632283,856/677/35/85667735.geojson,region,85667735,quattroshapes,,,AI
"-63.0779015886,18.216270553,-63.0469718898,18.2313491135",uuuu,85633159,,f48e77bbf1aefb399d26be27cca2a1b6,,1deaf68c6981753b0ec5f7ed0dad8087,18.224651,-63.065449,85667739,uuuu,AI,AI,1452291112,18.2247,-63.065449,0,North Hill,85632283,856/677/39/85667739.geojson,region,85667739,quattroshapes,,,AI
"-63.0611647781,18.2354411619,-63.0222824807,18.27034975",uuuu,85633159,,c4445adb9514588bdd0a4e407f82a30e,,3a497360ed085795b03c8a9534ef4f44,18.254917,-63.04103,85667743,uuuu,AI,AI,1452291112,18.260739,-63.032634,0,North Side,85632283,856/677/43/85667743.geojson,region,85667743,quattroshapes,,,AI
"-63.0972387357,18.2124697941,-63.0755224222,18.2259668959",uuuu,85633159,,611225d46e6a32e294cd739a3efd24d6,,e4d920d132b1eecd4a2b6c553c4266ba,18.217873,-63.082362,85667749,uuuu,AI,AI,1452291112,18.218329,-63.079812,0,Sandy Ground,85632283,856/677/49/85667749.geojson,region,85667749,quattroshapes,,,AI
"-63.0342289686,18.2150311254,-62.99440734,18.2561862174",uuuu,85633159,,56a094b8244cffa6fc3887fff753a277,,469d08387ba22412f6ad8d5be2df4780,18.235189,-63.013946,85667755,uuuu,AI,AI,1452291112,18.235037,-63.014325,0,Sandy Hill,85632283,856/677/55/85667755.geojson,region,85667755,quattroshapes,,,AI
"-63.1227921209,18.1835829882,-63.0613076759,18.2195503194",uuuu,85633159,,ffb3fbd8c34958b91ee4edc1a5105335,,3a9903022d7abcccad112e53e266688f,18.204801,-63.100795,85667759,uuuu,AI,AI,1452291112,18.203694,-63.10848,0,South Hill,85632283,856/677/59/85667759.geojson,region,85667759,quattroshapes,,,AI
"-63.0481138607,18.2322667367,-62.9952037733,18.2719688283",uuuu,85633159,,746b0b6d3de4fc5d38e6d069f7ed7ca4,,edcd6a29a377414dc9260583bb64b8d1,18.251307,-63.024272,85667761,uuuu,AI,AI,1452291112,18.243889,-63.034894,0,Stoney Ground,85632283,856/677/61/85667761.geojson,region,85667761,quattroshapes,,,AI
"-63.0613879584,18.1988511949,-63.030435282,18.2279128615",uuuu,85633159,,40ce1dafe94b49b0e3c7c34017d18dd9,,53b80353d36ca8ad0871abcdcd2f9e5e,18.215884,-63.047479,85667765,uuuu,AI,AI,1452291112,18.216621,-63.047774,0,The Farrington,85632283,856/677/65/85667765.geojson,region,85667765,quattroshapes,,,AI
"-63.0469718898,18.2267182129,-63.0292976306,18.235164829",uuuu,85633159,,222a99c68dc3ae30c9f1d12c1ef9b813,,9fe14c94d51f340c365a227972ff438d,18.231228,-63.038416,85667771,uuuu,AI,AI,1452291112,18.23125,-63.038416,0,The Quarter,85632283,856/677/71/85667771.geojson,region,85667771,quattroshapes,,,AI
"-63.0727178469,18.2267182129,-63.0441081355,18.2457836469",uuuu,85633159,,3cf6571fab607dd0b93c27789a9de86f,,95c61880f786ac2adb65285b876bcebc,18.23462,-63.057805,85667775,uuuu,AI,AI,1452291112,18.235718,-63.05878,0,The Valley,85632283,856/677/75/85667775.geojson,region,85667775,quattroshapes,,,AI
"-63.1678360667,18.1690941429,-63.1225993485,18.2080752624",uuuu,85633159,,08640f376a5253f03b35fa155ea76511,,760edeb096137ca0026e760240b39978,18.185778,-63.140023,85667779,uuuu,AI,AI,1452291112,18.185221,-63.13968,0,West End,85632283,856/677/79/85667779.geojson,region,85667779,quattroshapes,,,AI
"19.39323978,41.2439944519,19.9111157571,41.5899681675",uuuu,85632405,,78499f64788198ec883cd11163af1512,,efec403dbeb835bceb8b3cecf508315a,41.447698,19.626378,85667783,uuuu,AL,AL,1455924749,41.396831,19.536148,0,Durrës,85632405,856/677/83/85667783.geojson,region,85667783,quattroshapes,,,AL
"19.3043725921,40.4208922389,19.9049145853,41.0704391555",uuuu,85632405,,d2ea44efdddb3dd13c7fa05b24821878,,3c46ec0ea540aca2c70b86f3dcfc2620,40.767667,19.623028,85667789,uuuu,AL,AL,1457144581,40.758132,19.57296,0,Fier,85632405,856/677/89/85667789.geojson,region,85667789,quattroshapes,,,AL
"19.2720325109,41.8357107027,20.2428784523,42.6548135379",uuuu,85632405,,82c934714bc172269c14b422f5618276,,5f11d024de4524290d836423ebb5c494,42.172615,19.707644,85667793,uuuu,AL,AL,1457144581,42.176954,19.593615,0,Shkodër,85632405,856/677/93/85667793.geojson,region,85667793,quattroshapes,,,AL
"19.7876090843,41.8206517601,20.5992899981,42.5577651994",uuuu,85632405,,b016dd467baff06107f6808486daa0b5,,4b49bd916c92372d21ae5dc6f4d0e33d,42.194873,20.226489,85667797,uuuu,AL,AL,1457144581,42.09315,20.388998,0,Kukës,85632405,856/677/97/85667797.geojson,region,85667797,quattroshapes,,,AL
"19.2612410825,39.6370132456,20.299576529,40.6587330194",uuuu,85632405,,06866e9db6835b58380c0df48458d891,,902c51e6de091dccae4f2dd9a4513341,40.159139,19.794535,85667801,uuuu,AL,AL,1457144581,40.350759,19.619818,0,Vlorë,85632405,856/678/01/85667801.geojson,region,85667801,quattroshapes,,,AL
"20.2931596207,40.0810173396,21.0366793213,41.0862726249",uuuu,85632405,,0b330d41fa4d317e691e3b22cc17300f,,beb7b31001b0faf22a51013552112708,40.628878,20.661042,85667807,uuuu,AL,AL,1457144581,40.65145,20.666687,0,Korçë,85632405,856/678/07/85667807.geojson,region,85667807,quattroshapes,,,AL
