,Unnamed: 0,bbox,cessation,country_id,deprecated,file_hash,fullname,geom_hash,geom_latitude,geom_longitude,id,inception,iso,iso_country,lastmodified,lbl_latitude,lbl_longitude,locality_id,name,parent_id,path,placetype,region_id,source,superseded_by,supersedes,wof_country,wk:page,wordcount
20,10680,"0.0,0.0,0.0,0.0",uuuu,85632439.0,,ea4abc4a35d1fd0bd6d26aa5790393c5,,e898cfa3959981262f8d75c8fecdb4cb,0.0,0.0,102547141.0,uuuu,,,1452296571.0,0.0,0.0,0.0,Erdenet Airport,85674751.0,102/547/141/102547141.geojson,campus,85674751.0,missing,,,,1998 MIAT Mongolian Airlines crash,118
22,10682,"-54.037201,3.6575,-54.037201,3.6575",uuuu,85633147.0,,9f26a04d517aa36f6d037fb683f8ceb9,,0f5e0c95b13632fcd6d3e7c48ba09239,3.6575,-54.037201,102547147.0,uuuu,,,1452296573.0,0.0,0.0,0.0,Maripasoula Airport,404429141.0,102/547/147/102547147.geojson,campus,85671195.0,ourairports,,,,Maripasoula Airport,119
23,10683,"0.0,0.0,0.0,0.0",uuuu,85632233.0,,3ff4e25876c0a1df973e098b20caed37,,e898cfa3959981262f8d75c8fecdb4cb,0.0,0.0,102547149.0,uuuu,,,1452296570.0,0.0,0.0,0.0,Rochambeau Airport,85671195.0,102/547/149/102547149.geojson,campus,85671195.0,missing,,,,Cayenne – Félix Eboué Airport,526
24,10684,"-52.131699,4.31472,-52.131699,4.31472",uuuu,85633147.0,,1807e7339b12ed67dde18b52fd6fd97f,,85cc24b681b80c898bcbd5b765fd2e38,4.31472,-52.131699,102547151.0,uuuu,,,1452296570.0,0.0,0.0,0.0,Regina Airport,404429107.0,102/547/151/102547151.geojson,campus,85671195.0,ourairports,,,,Regina Airport,26
25,10685,"-53.204201,3.61361,-53.204201,3.61361",uuuu,85633147.0,,d89f65f652c487ffc36dcf5fcc709ad9,,1e6e75678cf8feebfa811d7a261e8e7c,3.61361,-53.204201,102547153.0,uuuu,,,1452296572.0,0.0,0.0,0.0,Saul Airport,404429137.0,102/547/153/102547153.geojson,campus,85671195.0,ourairports,,,,Saül Airport,98
26,10686,"0.0,0.0,0.0,0.0",uuuu,85632233.0,,79c8bae381f875806e64229cdc05d0c8,,e898cfa3959981262f8d75c8fecdb4cb,0.0,0.0,102547155.0,uuuu,,,1452296572.0,0.0,0.0,0.0,Saint-Laurent du Maroni Airport,85671195.0,102/547/155/102547155.geojson,campus,85671195.0,missing,,,,Saint-Laurent-du-Maroni Airport,100
27,10687,"0.0,0.0,0.0,0.0",uuuu,85632233.0,,b19cd170cbb09d548f8376c680a25be4,,e898cfa3959981262f8d75c8fecdb4cb,0.0,0.0,102547157.0,uuuu,,,1452296572.0,0.0,0.0,0.0,St Georges de L Oyapock Airport,85632233.0,102/547/157/102547157.geojson,campus,0.0,missing,,,,Saint-Georges-de-l'Oyapock Airport,116
28,10688,"79.882965,7.174156,79.888054,7.182555",uuuu,85632313.0,,0ba84ae0f87cb1920b7096d9f05d458d,,7e6abeb8d7ef6b4785acf4f81f89519c,7.178087,79.885258,102547159.0,uuuu,,,1452296570.0,7.177823,79.884622,0.0,Katunayake International Airport,85673815.0,102/547/159/102547159.geojson,campus,85673815.0,woedb,,,,Bandaranaike International Airport,3065
29,10689,"79.8862,6.82199,79.8862,6.82199",uuuu,85632313.0,,00bd9a85e3824a2114dce09c0f16e307,,d3b4a9fa1f697b19538f05bd2b587f1d,6.82199,79.8862,102547163.0,uuuu,,,1452296573.0,0.0,0.0,0.0,Colombo Ratmalana Airport,85673811.0,102/547/163/102547163.geojson,campus,85673811.0,ourairports,,,,British Overseas Airways Corporation,5439
30,10690,"0.0,0.0,0.0,0.0",uuuu,85632313.0,,4bb9c38fe3a1606f18e64ac2b2fd4e6a,,e898cfa3959981262f8d75c8fecdb4cb,0.0,0.0,102547165.0,uuuu,,,1452296573.0,0.0,0.0,0.0,Koggala Airport,85673789.0,102/547/165/102547165.geojson,campus,85673789.0,missing,,,,Koggala Airport,425
31,10691,"0.0,0.0,0.0,0.0",uuuu,85632313.0,,754848214dbbaa8349ff70f69d801ebc,,e898cfa3959981262f8d75c8fecdb4cb,0.0,0.0,102547167.0,uuuu,,,1452296571.0,0.0,0.0,0.0,Anuradhapura Airport,85673751.0,102/547/167/102547167.geojson,campus,85673751.0,missing,,,,Anuradhapura Airport,171
32,10692,"80.070099,9.79233,80.070099,9.79233",uuuu,85632313.0,,f947047831551d77367bf53811d4cfd9,,2f8fcc428551b033dac000c67e8bfe25,9.79233,80.070099,102547169.0,uuuu,,,1452296572.0,0.0,0.0,0.0,Kankesanturai Airport,85673769.0,102/547/169/102547169.geojson,campus,85673769.0,ourairports,,,,Jaffna Airport,715
33,10693,"81.1819,8.53851,81.1819,8.53851",uuuu,85632313.0,,5b408590433c1f74d13562ade8bf6ad0,,9acf201d8744f37d43f47f983cd9ca08,8.53851,81.1819,102547171.0,uuuu,,,1452296573.0,0.0,0.0,0.0,China Bay Airport,85673747.0,102/547/171/102547171.geojson,campus,85673747.0,ourairports,,,,China Bay Airport,481
34,10694,"0.0,0.0,0.0,0.0",uuuu,85632313.0,,cfa79730db5b097f0369b0d8c04d7f57,,e898cfa3959981262f8d75c8fecdb4cb,0.0,0.0,102547173.0,uuuu,,,1452296570.0,0.0,0.0,0.0,Katukurunda Airport,85673819.0,102/547/173/102547173.geojson,campus,85673819.0,missing,,,,Katukurunda Airport,260
35,10695,"0.0,0.0,0.0,0.0",uuuu,85632313.0,,d032a848aa7d192e8130498e36bfd8d6,,e898cfa3959981262f8d75c8fecdb4cb,0.0,0.0,102547175.0,uuuu,,,1452296572.0,0.0,0.0,0.0,Minneriya Airport,85673743.0,102/547/175/102547175.geojson,campus,85673743.0,missing,,,,Hingurakgoda Airport,276
36,10696,"0.0,0.0,0.0,0.0",uuuu,85632313.0,,959ac292d3e824e57d0203b5e425e4c3,,e898cfa3959981262f8d75c8fecdb4cb,0.0,0.0,102547177.0,uuuu,,,1452296573.0,0.0,0.0,0.0,Amparai Airport,85673733.0,102/547/177/102547177.geojson,campus,85673733.0,missing,,,,Ampara Airport,238
37,10697,"0.0,0.0,0.0,0.0",uuuu,85632313.0,,eb436d85798beb73c9754bc82f94177b,,e898cfa3959981262f8d75c8fecdb4cb,0.0,0.0,102547181.0,uuuu,,,1452296571.0,0.0,0.0,0.0,Batticaloa Airport,85632313.0,102/547/181/102547181.geojson,campus,0.0,missing,,,,Batticaloa Airport,298
38,10698,"0.0,0.0,0.0,0.0",uuuu,85632313.0,,1c83004c425f3bcc7d8b032be1fa934a,,e898cfa3959981262f8d75c8fecdb4cb,0.0,0.0,102547183.0,uuuu,,,1452296571.0,0.0,0.0,0.0,Wirawila Airport,85673791.0,102/547/183/102547183.geojson,campus,85673791.0,missing,,,,Weerawila Airport,130
39,10699,"31.307501,-26.528999,31.307501,-26.528999",uuuu,85632635.0,,afaad6a3db5b3161252ab52073e7a77c,,cb76d0c2b0a18317b6ef773d2d581444,-26.528999,31.307501,102547185.0,uuuu,,,1452296570.0,0.0,0.0,0.0,Matsapha International Airport,85678219.0,102/547/185/102547185.geojson,campus,85678219.0,ourairports,,,,Matsapha Airport,218
41,10701,"160.824997,-9.86167,160.824997,-9.86167",uuuu,85632591.0,,fd76823ef0650c4c147f421de189cdab,,be4fa7055e4ead500230939f0ebbde52,-9.86167,160.824997,102547189.0,uuuu,,,1452296572.0,0.0,0.0,0.0,Marau Airport,85677089.0,102/547/189/102547189.geojson,campus,85677089.0,ourairports,,,,Marau Airport,18
42,10702,"160.682007,-8.70257,160.682007,-8.70257",uuuu,0.0,,0bd90ca4c861e263241873ed02271bf0,,5f366aa2aa3fd4724d175eacaf50ed28,-8.70257,160.682007,102547191.0,uuuu,,,1452296571.0,0.0,0.0,0.0,Gwaunaru'u Airport,85632591.0,102/547/191/102547191.geojson,campus,0.0,ourairports,,,,Auki Gwaunaru'u Airport,49
43,10703,"156.863998,-8.09778,156.863998,-8.09778",uuuu,0.0,,7893e0d54511316fae358e5d93284337,,7e1f98e990d51dbcc6416eb5db924d8e,-8.09778,156.863998,102547193.0,uuuu,,,1452296570.0,0.0,0.0,0.0,Nusatupe Airport,-1.0,102/547/193/102547193.geojson,campus,0.0,ourairports,,,,Nusatupe Airport,47
44,10704,"157.263,-8.32797,157.263,-8.32797",uuuu,0.0,,00008ffc3193a71a58ac3bc5b3bc168c,,98f9ebb856afa1777d8a7e587fb3c41e,-8.32797,157.263,102547195.0,uuuu,,,1452296572.0,0.0,0.0,0.0,Munda Airport,85632591.0,102/547/195/102547195.geojson,campus,0.0,ourairports,,,,Munda Airport,457
45,10705,"0.0,0.0,0.0,0.0",uuuu,85632591.0,,442578ab3e42a61224b05f6edc2c7d44,,e898cfa3959981262f8d75c8fecdb4cb,0.0,0.0,102547199.0,uuuu,,,1452296570.0,0.0,0.0,0.0,Henderson Airport,85677089.0,102/547/199/102547199.geojson,campus,85677089.0,missing,,,,Henderson Airport (Alabama),146
46,10706,"159.798333,-11.302222,159.798333,-11.302222",uuuu,0.0,,4b47f1d9f5e422cadb44e6a8470f7bbd,,433dd915a8e139ca3d7126e6c50bec0f,-11.302222,159.798333,102547201.0,uuuu,,,1452296572.0,0.0,0.0,0.0,Bellona Airport,85677081.0,102/547/201/102547201.geojson,campus,0.0,ourairports,,,,Bellona/Anua Airport,25
47,10707,"29.318186,-3.35494,29.323668,-3.352584",uuuu,85632285.0,,6033ccf9a8ec8af724cd5e95b962982f,,e656a923bfc7967a6828890d2969d784,-3.353545,29.321442,102547203.0,uuuu,,,1452296571.0,-3.353571,29.321629,0.0,Bujumbura Airport,85668791.0,102/547/203/102547203.geojson,campus,85668791.0,woedb,,,,Bujumbura International Airport,137
48,10708,"-61.792702,17.1367,-61.792702,17.1367",uuuu,85632529.0,,0a8db110f9aa9b4ffb3c26708b38913a,,762e2d3646e46a69406948d489e64aa3,17.1367,-61.792702,102547205.0,uuuu,,,1452296571.0,0.0,0.0,0.0,V C Bird International Airport,85668171.0,102/547/205/102547205.geojson,campus,85668171.0,ourairports,,,,V. C. Bird International Airport,932
49,10709,"-61.828602,17.635799,-61.828602,17.635799",uuuu,85632529.0,,72d893c52db75a9a8915023fef7ca2e7,,ff397f517478c5c115787405fccf4ca7,17.635799,-61.828602,102547207.0,uuuu,,,1452296572.0,0.0,0.0,0.0,Barbuda Island Airport,85668161.0,102/547/207/102547207.geojson,campus,85668161.0,ourairports,,,,Outline of Antigua and Barbuda,1240
50,10710,"0.0,0.0,0.0,0.0",uuuu,85632675.0,,8e4cd542fc15e494ab2424975e60880a,,e898cfa3959981262f8d75c8fecdb4cb,0.0,0.0,102547209.0,uuuu,,,1452296573.0,0.0,0.0,0.0,Sagua la Grande Airport,85670457.0,102/547/209/102547209.geojson,campus,85670457.0,missing,,,,Villa Clara Province,1487
51,10711,"0.0,0.0,0.0,0.0",uuuu,85632675.0,,3e9d75103555e31d655179b909246aad,,e898cfa3959981262f8d75c8fecdb4cb,0.0,0.0,102547211.0,uuuu,,,1452296570.0,0.0,0.0,0.0,San Jose de Las Lajas Highway Airport,85670461.0,102/547/211/102547211.geojson,campus,85670461.0,missing,,,,Las Palmas,6361
52,10712,"-76.621399,20.3964,-76.621399,20.3964",uuuu,85632675.0,,d611cb2fdd55656b91a1056c098ba89f,,bfb2dfc9eeb3e10b1bda2b59af3dddd9,20.3964,-76.621399,102547213.0,uuuu,,,1452296570.0,0.0,0.0,0.0,Bayamo Airport,85670431.0,102/547/213/102547213.geojson,campus,85670431.0,ourairports,,,,List of airports by ICAO code: M,3111
53,10713,"-82.783798,21.8347,-82.783798,21.8347",uuuu,85632675.0,,163d01cf73305cd60a6de5d9482260c9,,cf3145f873c385094de23e162918bdb5,21.8347,-82.783798,102547217.0,uuuu,,,1452296573.0,0.0,0.0,0.0,Nueva Gerona Airport,85670405.0,102/547/217/102547217.geojson,campus,85670405.0,ourairports,,,,Nueva Gerona,269
54,10714,"0.0,0.0,0.0,0.0",uuuu,85632675.0,,733fea6b848dec543ba9d10e6a7e95e6,,e898cfa3959981262f8d75c8fecdb4cb,0.0,0.0,102547219.0,uuuu,,,1452296573.0,0.0,0.0,0.0,El Caney Airport,85670423.0,102/547/219/102547219.geojson,campus,85670423.0,missing,,,,Santiago de Cuba,1727
55,10715,"-74.922203,20.6539,-74.922203,20.6539",uuuu,85632675.0,,8b52b351670531e78c6ca7dce5d53027,,5d7f7fba388a4d33b22a30569656d662,20.6539,-74.922203,102547221.0,uuuu,,,1452296571.0,0.0,0.0,0.0,Orestes Acosta Airport,85670435.0,102/547/221/102547221.geojson,campus,85670435.0,ourairports,,,,Orestes Acosta Airport,111
56,10716,"-79.943604,22.492201,-79.943604,22.492201",uuuu,85632675.0,,0db41571211bfb91e8b0d839efb8e0a9,,0edcd9aa1618c81808d36740230d0891,22.492201,-79.943604,102547223.0,uuuu,,,1452296570.0,0.0,0.0,0.0,Santa Clara Airport,85670457.0,102/547/223/102547223.geojson,campus,85670457.0,ourairports,,,,Abel Santamaría Airport,366
57,10717,"-76.315102,20.785601,-76.315102,20.785601",uuuu,85632675.0,,876671af77597f23df96baa68632328e,,193f8240351499d4cec6cd0d219997ea,20.785601,-76.315102,102547225.0,uuuu,,,1452296571.0,0.0,0.0,0.0,Holguin Airport,85670435.0,102/547/225/102547225.geojson,campus,85670435.0,ourairports,,,,Frank País Airport,230
58,10718,"0.0,0.0,0.0,0.0",uuuu,85632675.0,,0889ffde8f18f1e1b395af008578bb47,,e898cfa3959981262f8d75c8fecdb4cb,0.0,0.0,102547227.0,uuuu,,,1452296570.0,0.0,0.0,0.0,La Olivia Airport,85670423.0,102/547/227/102547227.geojson,campus,85670423.0,missing,,,,List of airports by IATA code: C,385
59,10719,"-81.435303,23.034401,-81.435303,23.034401",uuuu,85632675.0,,eef55fc4c08aaccb28fa19b947787559,,1c603f526c65c9c7e9a8dc2460b927b9,23.034401,-81.435303,102547229.0,uuuu,,,1452296572.0,0.0,0.0,0.0,Varadero Airport,85670455.0,102/547/229/102547229.geojson,campus,85670455.0,ourairports,,,,Juan Gualberto Gómez Airport,621
60,10720,"0.0,0.0,0.0,0.0",uuuu,85632675.0,,1af80fab40edce426fb7de3a473d8740,,e898cfa3959981262f8d75c8fecdb4cb,0.0,0.0,102547231.0,uuuu,,,1452296571.0,0.0,0.0,0.0,El Frances Airport,85670409.0,102/547/231/102547231.geojson,campus,85670409.0,missing,,,,American Airlines destinations,725
62,10722,"0.0,0.0,0.0,0.0",uuuu,85632675.0,,3c5b89f9875020bae7f1f99a261f60fc,,e898cfa3959981262f8d75c8fecdb4cb,0.0,0.0,102547237.0,uuuu,,,1452296570.0,0.0,0.0,0.0,San Pedro Highway Strip Airport,85670449.0,102/547/237/102547237.geojson,campus,85670449.0,missing,,,,California State Route 1,6798
63,10723,"0.0,0.0,0.0,0.0",uuuu,85632675.0,,cb8840e073fe06a824f231bb8f9695ca,,e898cfa3959981262f8d75c8fecdb4cb,0.0,0.0,102547239.0,uuuu,,,1452296570.0,0.0,0.0,0.0,Florida Airport,85670423.0,102/547/239/102547239.geojson,campus,85670423.0,missing,,,,Florida Airport,35
64,10724,"-77.847504,21.4203,-77.847504,21.4203",uuuu,85632675.0,,5d90e5a236c516b59092966a9317daf9,,0f5f5587ff6571ebbb8e252383859227,21.4203,-77.847504,102547241.0,uuuu,,,1452296573.0,0.0,0.0,0.0,Ignacio Agramonte Airport,85670423.0,102/547/241/102547241.geojson,campus,85670423.0,ourairports,,,,Ignacio Agramonte International Airport,343
65,10726,"0.0,0.0,0.0,0.0",uuuu,85632675.0,,c30b625b3f6897f2c3decd20882131da,,e898cfa3959981262f8d75c8fecdb4cb,0.0,0.0,102547245.0,uuuu,,,1452296573.0,0.0,0.0,0.0,Manzanillo Airport,85670431.0,102/547/245/102547245.geojson,campus,85670431.0,missing,,,,Playa de Oro International Airport,101
66,10727,"0.0,0.0,0.0,0.0",uuuu,85632675.0,,ed961efbe4388c95699a4e24bfe2217d,,e898cfa3959981262f8d75c8fecdb4cb,0.0,0.0,102547247.0,uuuu,,,1452296571.0,0.0,0.0,0.0,Juan de la Cruz Airport,85670461.0,102/547/247/102547247.geojson,campus,85670461.0,missing,,,,List of airports by ICAO code: M,3111
67,10728,"-75.158302,20.0853,-75.158302,20.0853",uuuu,85632675.0,,d010ab4623190a5aecb278dcefe5602d,,eedab91029007e99c213636d64bf8b68,20.0853,-75.158302,102547249.0,uuuu,,,1452296570.0,0.0,0.0,0.0,Guantanamo Airport,85670425.0,102/547/249/102547249.geojson,campus,85670425.0,ourairports,,,,Mariana Grajales Airport,157
68,10729,"0.0,0.0,0.0,0.0",uuuu,85632675.0,,e64dd06e45628c38ea443e99f0812ad1,,e898cfa3959981262f8d75c8fecdb4cb,0.0,0.0,102547253.0,uuuu,,,1452296572.0,0.0,0.0,0.0,Mantua Airport,85670409.0,102/547/253/102547253.geojson,campus,85670409.0,missing,,,,Mantua,3323
69,10730,"-75.835403,19.969801,-75.835403,19.969801",uuuu,85632675.0,,2e4824137cdbd6f431ac47dcea761a6b,,65da48e82396b69aaaa3f85d38fd457b,19.969801,-75.835403,102547255.0,uuuu,,,1452296571.0,0.0,0.0,0.0,Antonio Maceo Airport,85793633.0,102/547/255/102547255.geojson,campus,85670441.0,ourairports,,,,Antonio Maceo Airport,369
70,10731,"-76.935799,20.9876,-76.935799,20.9876",uuuu,85632675.0,,dada5e3ef57bed581f0ae9c35f751ba8,,cde361581942fa87224a627b381cb863,20.9876,-76.935799,102547257.0,uuuu,,,1452296571.0,0.0,0.0,0.0,Las Tunas Airport,85670439.0,102/547/257/102547257.geojson,campus,85670439.0,ourairports,,,,Las Tunas (city),555
71,10732,"0.0,0.0,0.0,0.0",uuuu,85632675.0,,2c0b54a958f023a559afe6c91a904ed7,,e898cfa3959981262f8d75c8fecdb4cb,0.0,0.0,102547259.0,uuuu,,,1452296570.0,0.0,0.0,0.0,San Antonio de Los Banos Airport,85670449.0,102/547/259/102547259.geojson,campus,85670449.0,missing,,,,San Antonio de los Baños Airfield,744
73,10734,"0.0,0.0,0.0,0.0",uuuu,85632675.0,,2d850c89877fcd3f5673f16c67656eca,,e898cfa3959981262f8d75c8fecdb4cb,0.0,0.0,102547263.0,uuuu,,,1452296573.0,0.0,0.0,0.0,Nicaro Airport,85670435.0,102/547/263/102547263.geojson,campus,85670435.0,missing,,,,Nicaro Airport,93
74,10735,"0.0,0.0,0.0,0.0",uuuu,85632675.0,,7fe5650d5863e6c34e3e17e88f4a5623,,e898cfa3959981262f8d75c8fecdb4cb,0.0,0.0,102547265.0,uuuu,,,1452296571.0,0.0,0.0,0.0,Managua Airport,85670461.0,102/547/265/102547265.geojson,campus,85670461.0,missing,,,,Augusto C. Sandino International Airport,999
75,10736,"0.0,0.0,0.0,0.0",uuuu,85632675.0,,50aa00479458cd9f2ae35fd23250304b,,e898cfa3959981262f8d75c8fecdb4cb,0.0,0.0,102547267.0,uuuu,,,1452296573.0,0.0,0.0,0.0,San Pedro Airport,85670413.0,102/547/267/102547267.geojson,campus,85670413.0,missing,,,,San Pedro Airport,103
76,10737,"-84.152,22.095301,-84.152,22.095301",uuuu,85632675.0,,c14c6d74f92f06ff792545ab0f11deda,,f0cf4c59543b8545613e68ce24925c44,22.095301,-84.152,102547271.0,uuuu,,,1452296571.0,0.0,0.0,0.0,San Julian Airport,85670409.0,102/547/271/102547271.geojson,campus,85670409.0,ourairports,,,,Capitán José Daniel Vazquez Airport,70
77,10738,"-74.506203,20.365299,-74.506203,20.365299",uuuu,85632675.0,,84919804554e2021be3f3d02afae480f,,aca381dd7333f51672c02ed79ebb7e6d,20.365299,-74.506203,102547273.0,uuuu,,,1452296571.0,0.0,0.0,0.0,Baracoa Airport,85670425.0,102/547/273/102547273.geojson,campus,85670425.0,ourairports,,,,Playa Baracoa Airport,111
78,10739,"0.0,0.0,0.0,0.0",uuuu,85632675.0,,28540b35331ecf654032878b0f159884,,e898cfa3959981262f8d75c8fecdb4cb,0.0,0.0,102547275.0,uuuu,,,1452296571.0,0.0,0.0,0.0,Artemisa Airport,85670449.0,102/547/275/102547275.geojson,campus,85670449.0,missing,,,,Playa Baracoa Airport,111
79,10740,"-82.408661,22.99111,-82.406212,22.99815",uuuu,85632675.0,,c736fe99b314dbfce239d008ac763141,,524e57b46baed99ce46698a90c8fe1b9,22.995187,-82.407443,102547277.0,uuuu,,,1452296570.0,22.995133,-82.407359,0.0,Jose Marti International Airport,85670445.0,102/547/277/102547277.geojson,campus,85670445.0,woedb,,,,José Martí International Airport,2376
80,10741,"108.540001,-6.75614,108.540001,-6.75614",uuuu,85632203.0,,553999be0c0c47a43d848c9011e2c88d,,328eab6a27fc0391336a5db85177edfa,-6.75614,108.540001,102547279.0,uuuu,,,1452296571.0,0.0,0.0,102020613.0,Caibarien Airport,102020613.0,102/547/279/102547279.geojson,campus,85671983.0,ourairports,,,,List of airports in Cuba,201
81,10742,"0.0,0.0,0.0,0.0",uuuu,85632675.0,,fcfd41a787e2a5beb90f8dd80168b9fc,,e898cfa3959981262f8d75c8fecdb4cb,0.0,0.0,102547281.0,uuuu,,,1452296572.0,0.0,0.0,0.0,La Coloma Airport,85670409.0,102/547/281/102547281.geojson,campus,85670409.0,missing,,,,La Coloma Airport,149
82,10743,"0.0,0.0,0.0,0.0",uuuu,85632675.0,,29adec9b56fd3daa2ac14e5c59cdccba,,e898cfa3959981262f8d75c8fecdb4cb,0.0,0.0,102547283.0,uuuu,,,1452296571.0,0.0,0.0,0.0,Pinar del Rio Norte Airport,85670409.0,102/547/283/102547283.geojson,campus,85670409.0,missing,,,,List of airports by ICAO code: M,3111
83,10744,"0.0,0.0,0.0,0.0",uuuu,85632675.0,,1f77599c60db5a47a7ed45aa57ba6a14,,e898cfa3959981262f8d75c8fecdb4cb,0.0,0.0,102547285.0,uuuu,,,1452296570.0,0.0,0.0,0.0,San Nicolas Airport,85670461.0,102/547/285/102547285.geojson,campus,85670461.0,missing,,,,List of airports by IATA code: R,219
84,10745,"-75.2071,19.9065,-75.2071,19.9065",uuuu,0.0,,7018c469adc1f3e1d32db0126a0e46c5,,f4ef8fa3a46ffd4a742de289fc3d2845,19.9065,-75.2071,102547289.0,uuuu,,,1452296572.0,0.0,0.0,0.0,Guantanamo Bay Naval Air Station,85681409.0,102/547/289/102547289.geojson,campus,0.0,ourairports,,,,VP-8,2140
85,10746,"0.0,0.0,0.0,0.0",uuuu,85632675.0,,1600308ee8a6bdd3431d4976d4da7715,,e898cfa3959981262f8d75c8fecdb4cb,0.0,0.0,102547291.0,uuuu,,,1452296571.0,0.0,0.0,0.0,Ciudad Libertad Airport,85865453.0,102/547/291/102547291.geojson,campus,85670445.0,missing,,,,Ciudad Libertad Airport,84
86,10747,"-78.789597,22.0271,-78.789597,22.0271",uuuu,85632675.0,,06fd04efd5ba0f4e40131ea1f487d9f2,,dcbf68d0dd8f6a3016b43d47cc494081,22.0271,-78.789597,102547293.0,uuuu,,,1452296570.0,0.0,0.0,0.0,Ciego de Avila Airport,85670419.0,102/547/293/102547293.geojson,campus,85670419.0,ourairports,,,,Máximo Gómez Airport,138
87,10748,"-80.4142,22.15,-80.4142,22.15",uuuu,85632675.0,,4f92c8f595419dd78fdee36ca8c4e13b,,e192d3976c0c07985a833c50642f4c02,22.15,-80.4142,102547295.0,uuuu,,,1452296571.0,0.0,0.0,0.0,Cienfuegos Airport,85670403.0,102/547/295/102547295.geojson,campus,85670403.0,ourairports,,,,Jaime González Airport,266
88,10749,"0.0,0.0,0.0,0.0",uuuu,85632675.0,,18f036b8e1aac730c6a5420a230697b0,,e898cfa3959981262f8d75c8fecdb4cb,0.0,0.0,102547297.0,uuuu,,,1452296572.0,0.0,0.0,0.0,Playa Baracoa Airport,85670449.0,102/547/297/102547297.geojson,campus,85670449.0,missing,,,,Playa Baracoa Airport,111
